code,sub.code,tag,species,x,y,height15b,height16a,height16b,treatment,exclosure,growth.form,note
102,208,8006,Euonymus macropterus,0.3,0.7,75,75,76,I,1,shrub,
102,208,8007,Philadelphus schrenkii,0.23,0.8,59,56,60,I,1,shrub,
102,208,8009,Euonymus macropterus,0.25,0.95,15,15,15,I,1,shrub,
102,208,8010,Tilia amurensis,0.8,0.18,NA,3,4,I,1,tree,
102,208,8011,Acer barbinerve ,0.66,0.42,NA,4,4,I,1,shrub,
102,208,8012,Fraxinus mandschurica,0.76,0.4,NA,4,5,I,1,tree,
102,208,8013,Tilia amurensis,0.67,0.81,NA,4,4,I,1,tree,
102,208,8014,Tilia amurensis,0.76,0.77,NA,4,4.5,I,1,tree,
102,208,8015,Tilia amurensis,0.31,0.65,NA,4,6,I,1,tree,
102,209,9006,Euonymus macropterus,0.8,0.25,24,16,20,F,1,shrub,
102,209,9008,Acer barbinerve ,0.68,0.73,11,8,12,F,1,shrub,
102,209,9009,Philadelphus schrenkii,0.8,0.95,90,93,97,F,1,shrub,
102,209,9010,Tilia amurensis,0,0.33,NA,4,3.5,F,1,tree,
102,209,9011,Tilia amurensis,0.3,0.15,NA,4,4,F,1,tree,
102,209,9012,Tilia amurensis,0.88,0.37,NA,4,4,F,1,tree,
102,209,9013,Tilia amurensis,0.82,0.54,NA,4,4,F,1,tree,
102,209,9014,Tilia amurensis,0.9,0.55,NA,4,0,F,1,tree,
102,209,9015,Fraxinus mandschurica,0.83,0.57,NA,4,0,F,1,tree,
102,209,9016,Fraxinus mandschurica,0.87,0.66,NA,3,4,F,1,tree,
102,209,9017,Acer barbinerve ,0.8,0.72,NA,3,3.5,F,1,shrub,
102,209,9018,Tilia amurensis,0.98,0.88,NA,4,4,F,1,tree,
102,209,9019,Tilia amurensis,0.78,0.84,NA,4,5,F,1,tree,
102,209,9020,Tilia amurensis,0.37,1,NA,5,7,F,1,tree,
102,209,9021,Tilia amurensis,0.27,0.64,NA,NA,5,F,1,tree,
102,210,10004,Euonymus macropterus,0.45,0.1,15,15,16,C,1,shrub,
102,210,10006,Euonymus macropterus,0.78,0.27,10,4,4,C,1,shrub,
102,210,10012,Euonymus macropterus,0.82,0.42,10,3,8,C,1,shrub,
102,210,10013,Tilia amurensis,0.85,0,NA,5,6,C,1,tree,
102,210,10014,Tilia amurensis,0.62,0.27,NA,3,3,C,1,tree,
102,210,10015,Fraxinus mandschurica,0.95,0.22,NA,4,5,C,1,tree,
102,210,10016,Fraxinus mandschurica,0.77,0.63,NA,4,4.5,C,1,tree,
102,210,10017,Fraxinus mandschurica,0.45,0.47,NA,6,0,C,1,tree,
102,301,1001,Philadelphus schrenkii,0.34,0.82,98,102,102,I,1,shrub,
102,301,1002,Deutzia glabrata,0.62,0.36,11,6,6,I,1,shrub,
102,301,1003,Deutzia glabrata,0.81,0.56,27,15,29,I,1,shrub,
102,301,1007,Tilia amurensis,0.28,0.17,NA,4,4.5,I,1,tree,
102,301,1008,Tilia amurensis,0.31,0.17,NA,5,6,I,1,tree,
102,301,1009,Tilia amurensis,0.48,0.36,NA,5,6,I,1,tree,
102,301,1010,Fraxinus mandschurica,0.35,0.09,NA,4,4.5,I,1,tree,
102,301,1011,Fraxinus mandschurica,0.41,0.2,NA,5,7,I,1,tree,
102,301,1012,Fraxinus mandschurica,0.08,0.3,NA,5,6,I,1,tree,
102,301,1013,Tilia amurensis,0.73,0.5,NA,3,3.5,I,1,tree,
102,301,1014,Acer barbinerve ,0.84,0.8,NA,5,0,I,1,shrub,
102,301,1015,Tilia amurensis,0.75,1,NA,4,6,I,1,tree,
102,301,1016,Acer barbinerve ,0.56,0.65,NA,4,0,I,1,shrub,
102,301,1017,Tilia amurensis,0.2,0.75,NA,5,5,I,1,tree,
102,301,1018,Fraxinus mandschurica,0,0.57,NA,4,4.5,I,1,tree,
102,302,2001,Philadelphus schrenkii,0.72,0.44,15,25,27,F,1,shrub,
102,302,2002,Philadelphus schrenkii,0.15,0.43,16,17,19,F,1,shrub,
102,302,2004,Tilia amurensis,0.4,0.07,NA,4,4.5,F,1,tree,
102,302,2005,Tilia amurensis,0.61,0.03,NA,4,4,F,1,tree,
102,302,2006,Tilia amurensis,0.74,0.17,NA,3,3.5,F,1,tree,
102,302,2007,Tilia amurensis,0.7,0.27,NA,4,4.5,F,1,tree,
102,302,2008,Tilia amurensis,0.8,0.26,NA,4,4,F,1,tree,
102,302,2009,Tilia amurensis,0.9,0.5,NA,5,4.5,F,1,tree,
102,302,2010,Tilia amurensis,0.88,0.54,NA,5,3.5,F,1,tree,
102,302,2011,Fraxinus mandschurica,0.9,0.58,NA,3,4,F,1,tree,
102,302,2012,Acer barbinerve ,0.94,0.44,NA,4,5,F,1,shrub,
102,302,2013,Acer barbinerve ,0.74,0.7,NA,2,0,F,1,shrub,
102,302,2014,Tilia amurensis,0.82,0.67,NA,2,2.5,F,1,tree,
102,302,2015,Tilia amurensis,0.83,0.69,NA,3,3.5,F,1,tree,
102,302,2016,Acer barbinerve ,0.8,0.76,NA,4,0,F,1,shrub,
102,302,2017,Tilia amurensis,0.5,0.9,NA,4,0,F,1,tree,
102,302,2018,Tilia amurensis,0.6,0.95,NA,4,3.5,F,1,tree,
102,303,3003,Euonymus macropterus,0.6,0.95,NA,7,9.5,W,1,shrub,
102,303,3004,Tilia amurensis,0.68,0.34,NA,3,4.5,W,1,tree,
102,303,3005,Tilia amurensis,0.1,0.57,NA,4,0,W,1,tree,
102,303,3006,Tilia amurensis,0.57,0.57,NA,3,5,W,1,tree,
102,303,3007,Tilia amurensis,0.53,0.68,NA,4,0,W,1,tree,
102,303,3008,Tilia amurensis,0.36,0.68,NA,4,3.5,W,1,tree,
102,303,3009,Tilia amurensis,0.33,0.71,NA,4,0,W,1,tree,
102,304,4001,Spiraea chamaedryfolia,0.08,0.45,108,106,110,I,1,shrub,
102,304,4003,Spiraea chamaedryfolia,0.16,0.1,NA,12,12.5,I,1,shrub,
102,304,4004,Tilia amurensis,0.63,0.27,NA,3,4,I,1,tree,
102,304,4005,Tilia amurensis,0.7,0.23,NA,4,0,I,1,tree,
102,304,4006,Acer barbinerve ,0.65,0.47,NA,3,4.5,I,1,shrub,
102,304,4007,Tilia amurensis,0.59,0.63,NA,5,5,I,1,tree,
102,304,4008,Tilia amurensis,0.75,0.6,NA,3,4.5,I,1,tree,
102,304,4009,Acer barbinerve ,0.76,0.8,NA,4,4.5,I,1,shrub,
102,304,4010,Tilia amurensis,0.2,0.63,NA,3,3.5,I,1,tree,
102,304,4011,Fraxinus mandschurica,0.1,0.85,NA,5,6,I,1,tree,
102,304,4012,Tilia amurensis,0.1,0.3,NA,5,6.5,I,1,tree,
102,304,4013,Acer barbinerve ,0.27,0,NA,5,6,I,1,shrub,
102,304,4014,Acer barbinerve ,0.5,0,NA,3,0,I,1,shrub,
102,304,4015,Acer mono,0.17,0,NA,3,4,I,1,tree,
102,305,5004,Acer triflorum,0.92,0.18,10,10,10,C,1,tree,
102,305,5007,Euonymus verrucosus,0.47,0.79,13,14,15,C,1,shrub,
102,305,5009,Tilia amurensis,0.07,0.32,NA,3,3,C,1,tree,
102,305,5010,Tilia amurensis,0.11,0.17,NA,2,4,C,1,tree,
102,305,5011,Tilia amurensis,0.49,0.18,NA,3,0,C,1,tree,
102,305,5012,Fraxinus mandschurica,0.39,0.24,NA,4,6,C,1,tree,
102,305,5013,Fraxinus mandschurica,0.68,0.3,NA,3,5,C,1,tree,
102,305,5014,Fraxinus mandschurica,0.82,0.3,NA,4,5,C,1,tree,
102,305,5015,Tilia amurensis,0.48,0.42,NA,3,4,C,1,tree,
102,305,5016,Tilia amurensis,0.62,0.43,NA,4,6,C,1,tree,
102,305,5017,Tilia amurensis,0.91,0.1,NA,4,6,C,1,tree,
102,305,5018,Tilia amurensis,0.9,0.4,NA,4,5,C,1,tree,
102,305,5019,Tilia amurensis,0.92,0.4,NA,3,4.5,C,1,tree,
102,305,5020,Acer barbinerve ,0.92,0.9,NA,3,6,C,1,shrub,
102,305,5021,Fraxinus mandschurica,0.71,0.77,NA,4,6,C,1,tree,
102,305,5022,Fraxinus mandschurica,0.86,1,NA,5,0,C,1,tree,
102,305,5023,Tilia amurensis,0.35,0.76,NA,3,3.5,C,1,tree,
102,305,5024,Tilia amurensis,0.48,1,NA,3,0,C,1,tree,
102,305,5025,Tilia amurensis,0,0.18,NA,2,3,C,1,tree,
102,305,5026,Fraxinus mandschurica,0.4,0.1,NA,5,6,C,1,tree,
102,305,5027,Acer barbinerve ,1,0.14,NA,11,15,C,1,shrub,
102,306,6008,Viburnum opulus,0.22,0.3,50,57,61,S,1,shrub,
102,306,6010,Fraxinus mandschurica,0.05,0.7,5,0,NA,S,1,tree,
102,306,6012,Fraxinus mandschurica,0.08,0.17,NA,5,6.5,S,1,tree,
102,306,6013,Fraxinus mandschurica,0.45,0.1,NA,6,7,S,1,tree,
102,306,6014,Fraxinus mandschurica,0.54,0.13,NA,5,6,S,1,tree,
102,306,6015,Fraxinus mandschurica,0.36,0.52,NA,5,0,S,1,tree,
102,306,6016,Fraxinus mandschurica,1,0.85,NA,5,4,S,1,tree,
102,306,6017,Fraxinus mandschurica,0.74,0.95,NA,6,7,S,1,tree,
102,306,6018,Fraxinus mandschurica,0.9,0.5,NA,5,5,S,1,tree,
102,306,6019,Euonymus macropterus,0.94,0.8,NA,20,19,S,1,shrub,
102,306,6020,Viburnum opulus,0.77,0.83,NA,15,21.5,S,1,shrub,
102,306,6021,Tilia amurensis,0.4,0.86,NA,3,5,S,1,tree,
102,306,6022,Fraxinus mandschurica,0.2,0.9,NA,4,5.5,S,1,tree,
102,306,6023,Acer mono,0.15,0.9,NA,4,5,S,1,tree,
102,306,6024,Tilia amurensis,1,0.75,NA,6,6,S,1,tree,
102,306,6025,Tilia amurensis,0.13,0.78,NA,4,0,S,1,tree,
102,307,7014,Tilia amurensis,0.11,0.12,NA,4,5,S,1,tree,
102,307,7015,Tilia amurensis,0.58,0.09,NA,6,0,S,1,tree,
102,307,7016,Tilia amurensis,0.78,0,NA,3,5,S,1,tree,
102,307,7017,Fraxinus mandschurica,0.5,0.15,NA,3,5,S,1,tree,
102,307,7018,Fraxinus mandschurica,0.75,0,NA,4,5,S,1,tree,
102,307,7019,Tilia amurensis,1,0.16,NA,4,5.5,S,1,tree,
102,307,7020,Pinus koraiensis,0.81,0.4,NA,6,8,S,1,tree,
102,307,7021,Fraxinus mandschurica,0.16,0.48,NA,3,3.5,S,1,tree,
102,307,7022,Fraxinus mandschurica,0.2,0.83,NA,4,3.5,S,1,tree,
102,307,7023,Tilia amurensis,0,1,NA,4,0,S,1,tree,
102,307,7024,Tilia amurensis,0,0.45,NA,5,6,S,1,tree,
102,307,7025,Tilia amurensis,0,0.45,NA,4,6,S,1,tree,
102,307,7026,Pinus koraiensis,0.65,0.1,NA,NA,9,S,1,tree,
102,308,8002,Acer barbinerve ,0.4,0.17,9,13,14.5,C,1,shrub,
102,308,8003,Acer tegmentosum,0.44,0.07,6,8,6.5,C,1,tree,
102,308,8006,Fraxinus mandschurica,0.97,0.05,6,0,NA,C,1,tree,
102,308,8008,Fraxinus mandschurica,0.51,0.45,5,0,NA,C,1,tree,
102,308,8010,Spiraea chamaedryfolia,0.78,0.67,15,80,78,C,1,shrub,
102,308,8012,Acer mono,1,0.5,6,5,6.5,C,1,tree,
102,308,8015,Acer barbinerve ,0.2,0.93,7,6,6.5,C,1,shrub,
102,308,8017,Fraxinus mandschurica,1,0.47,6,5,5.5,C,1,tree,
102,308,8019,Acer pseudo-sieboldianum ,0.44,0,NA,6,6.5,C,1,tree,
102,308,8020,Fraxinus mandschurica,0.4,0.27,NA,4,5,C,1,tree,
102,308,8021,Fraxinus mandschurica,0,0.43,NA,5,0,C,1,tree,
102,308,8022,Tilia amurensis,0.2,0.5,NA,4,0,C,1,tree,
102,308,8023,Tilia amurensis,0.84,0.5,NA,4,0,C,1,tree,
102,308,8024,Tilia amurensis,0.8,0.64,NA,2,4,C,1,tree,
102,308,8025,Tilia amurensis,0.67,0.68,NA,4,4.5,C,1,tree,
102,308,8026,Tilia amurensis,0.95,0.95,NA,3,6,C,1,tree,
102,308,8027,Philadelphus schrenkii,0.04,0.76,NA,20,22.5,C,1,shrub,
102,308,8028,Tilia amurensis,1,0.5,NA,4,5,C,1,tree,
102,309,9002,Euonymus verrucosus,0.12,0.13,7,7,7.5,W,1,shrub,
102,309,9006,Spiraea chamaedryfolia,0.56,0.32,88,86,100,W,1,shrub,
102,309,9007,Acer barbinerve ,0.62,0.52,6,4,7,W,1,shrub,
102,309,9009,Acer tegmentosum,0.95,0.9,5,0,NA,W,1,tree,
102,309,9010,Spiraea chamaedryfolia,0.82,0.95,41,36,40,W,1,shrub,
102,309,9012,Euonymus verrucosus,0.57,0.83,15,18,17.5,W,1,shrub,
102,309,9013,Euonymus macropterus,0.38,0.6,17,14,13,W,1,shrub,
102,309,9015,Tilia amurensis,0.52,0.2,NA,22,27,W,1,tree,
102,309,9016,Tilia amurensis,0.38,0.35,NA,3,5,W,1,tree,
102,309,9017,Fraxinus mandschurica,0.22,0.46,NA,4,5.5,W,1,tree,
102,309,9018,Fraxinus mandschurica,0.8,0.1,NA,5,7,W,1,tree,
102,309,9019,Tilia amurensis,0.84,0.18,NA,3,6,W,1,tree,
102,309,9020,Acer barbinerve ,0.79,0.37,NA,5,0,W,1,shrub,
102,309,9021,Acer barbinerve ,0.79,0.42,NA,4,5,W,1,shrub,
102,309,9022,Acer barbinerve ,0.75,0.5,NA,4,6,W,1,shrub,
102,309,9023,Fraxinus mandschurica,0.76,0.41,NA,3,4.5,W,1,tree,
102,309,9024,Fraxinus mandschurica,0.86,0.88,NA,4,5,W,1,tree,
102,309,9025,Fraxinus mandschurica,0.94,0.94,NA,4,5,W,1,tree,
102,309,9026,Acer barbinerve ,0.53,0.7,NA,3,4.5,W,1,shrub,
102,309,9027,Tilia amurensis,0.6,0.72,NA,3,4,W,1,tree,
102,309,9028,Tilia amurensis,0.63,0.75,NA,4,5,W,1,tree,
102,309,9029,Fraxinus mandschurica,0.26,0.8,NA,5,6,W,1,tree,
102,309,9030,Fraxinus mandschurica,0.45,0.83,NA,4,4.5,W,1,tree,
102,309,9031,Fraxinus mandschurica,0.95,0.32,NA,5,8,W,1,tree,
102,309,9032,Spiraea chamaedryfolia,0.46,0,NA,62,63.5,W,1,shrub,
102,310,10001,Philadelphus schrenkii,0.75,1,130,132,123.5,F,1,shrub,"height15b,added"
102,310,10002,Philadelphus schrenkii,0.6,0.7,76,93,95,F,1,shrub,
102,310,10003,Philadelphus schrenkii,0.5,0.7,125,130,134,F,1,shrub,
102,310,10004,Euonymus macropterus,0.56,0.23,66,66,63.5,F,1,shrub,
102,310,10006,Euonymus macropterus,0.5,0.5,26,29,30,F,1,shrub,
102,310,10007,Acer barbinerve ,0.5,0.45,20,10,11,F,1,shrub,
102,310,10011,Euonymus macropterus,0.55,0.5,13,17,14.5,F,1,shrub,
102,310,10012,Euonymus macropterus,0.8,0.2,12,0,NA,F,1,shrub,
102,310,10013,Euonymus macropterus,0.8,0.2,12,10,5,F,1,shrub,
102,310,10014,Tilia amurensis,0.37,0.32,NA,4,5.5,F,1,tree,
102,310,10015,Tilia amurensis,0.37,0.32,NA,3,5,F,1,tree,
102,310,10016,Tilia amurensis,0.39,0.26,NA,5,6,F,1,tree,
102,310,10017,Tilia amurensis,0.47,0.1,NA,4,4.5,F,1,tree,
102,310,10018,Tilia amurensis,0.6,0.6,NA,4,5,F,1,tree,
102,310,10019,Fraxinus mandschurica,0.62,0,NA,4,5,F,1,tree,
102,310,10020,Tilia amurensis,0.1,0.29,NA,4,5,F,1,tree,
102,401,1001,Deutzia glabrata,0.18,0.64,12,11,9,S,1,shrub,
102,401,1003,Ulmus davidiana var. japonica,0.86,0.44,79,0,NA,S,1,tree,
102,401,1006,Tilia amurensis,0.65,0.25,NA,4,4.5,S,1,tree,
102,401,1007,Tilia amurensis,1,0.47,NA,4,4,S,1,tree,
102,401,1008,Tilia amurensis,0.74,0.88,NA,4,4,S,1,tree,
102,401,1009,Fraxinus mandschurica,0.81,0.79,NA,5,5,S,1,tree,
102,401,1010,Tilia amurensis,0.4,0.68,NA,4,4,S,1,tree,
102,401,1011,Tilia amurensis,0.02,0.81,NA,4,5,S,1,tree,
102,401,1012,Tilia amurensis,0.1,0.46,NA,3,3,S,1,tree,
102,401,1013,Tilia amurensis,0.6,0.38,NA,5,0,S,1,tree,
102,401,1014,Tilia amurensis,0.94,0,NA,2,0,S,1,tree,
102,402,2002,Tilia amurensis,0.04,0.2,NA,4,5,W,1,tree,
102,402,2003,Tilia amurensis,0.23,0.17,NA,3,4,W,1,tree,
102,402,2004,Tilia amurensis,0.46,0.05,NA,3,0,W,1,tree,
102,402,2005,Tilia amurensis,0.42,0.42,NA,4,4.5,W,1,tree,
102,402,2006,Tilia amurensis,0.9,0.28,NA,4,4,W,1,tree,
102,402,2007,Tilia amurensis,0.9,0.37,NA,4,4,W,1,tree,
102,402,2008,Tilia amurensis,0.77,0.45,NA,3,0,W,1,tree,
102,402,2009,Tilia amurensis,0.74,0.5,NA,3,0,W,1,tree,
102,402,2010,Tilia amurensis,1,0.6,NA,3,0,W,1,tree,
102,402,2011,Tilia amurensis,0.97,0.68,NA,4,0,W,1,tree,
102,402,2012,Tilia amurensis,0.76,0.1,NA,3,0,W,1,tree,
102,402,2013,Tilia amurensis,0.38,0.28,NA,2,0,W,1,tree,
102,402,2014,Acer tegmentosum,0.84,0.9,NA,4,4,W,1,tree,
102,402,2015,Tilia amurensis,0.67,0.88,NA,5,5,W,1,tree,
102,402,2016,Tilia amurensis,0.62,0.9,NA,5,5,W,1,tree,
102,402,2017,Tilia amurensis,0.48,0.88,NA,3,3,W,1,tree,
102,402,2018,Fraxinus mandschurica,0.1,0.95,NA,4,0,W,1,tree,
102,402,2019,Acer mandshuricum,0.91,0.4,NA,5,6,W,1,tree,
102,403,3001,Philadelphus schrenkii,0.9,0.22,50,53,53,C,1,shrub,
102,403,3003,Euonymus macropterus,0.57,0.5,30,35,38,C,1,shrub,
102,403,3005,Tilia amurensis,0.16,0.06,NA,2,2,C,1,tree,
102,403,3006,Tilia amurensis,0.19,0.1,NA,3,0,C,1,tree,
102,403,3007,Acer barbinerve ,0.26,0.17,NA,4,4,C,1,shrub,
102,403,3008,Acer barbinerve ,0.32,0.33,NA,3.5,4,C,1,shrub,
102,403,3009,Tilia amurensis,0.32,0.33,NA,4,5,C,1,tree,
102,403,3010,Tilia amurensis,0.32,0.33,NA,3,4.5,C,1,tree,
102,403,3011,Tilia amurensis,0.83,0.43,NA,4,4,C,1,tree,
102,403,3012,Acer barbinerve ,0.04,0.84,NA,4,3,C,1,shrub,
102,403,3013,Tilia amurensis,0.13,0.85,NA,4,5,C,1,tree,
102,403,3014,Tilia amurensis,0.08,0.28,NA,3,0,C,1,tree,
102,403,3015,Tilia amurensis,0.9,0.15,NA,3,0,C,1,tree,
102,404,4001,Philadelphus schrenkii,0.17,1,68,80,102,S,1,shrub,
102,404,4002,Tilia amurensis,0.02,0.76,NA,3,0,S,1,tree,
102,404,4003,Tilia amurensis,1,0.04,NA,5,0,S,1,tree,
102,404,4004,Tilia amurensis,0.97,0.56,NA,4,5,S,1,tree,
102,404,4005,Tilia amurensis,0.97,0.64,NA,5,4,S,1,tree,
102,404,4006,Philadelphus schrenkii,0.63,0.84,NA,NA,20,S,1,shrub,
102,405,5001,Acer tegmentosum,0.25,0,17,18,22,W,1,tree,
102,405,5002,Vitis amurensis,0.46,0.15,11,5,8,W,1,shrub,
102,405,5003,Euonymus macropterus,0.87,0.48,38,38,40,W,1,shrub,
102,405,5004,Lonicera spp.,0.77,0.71,41,14,14,W,1,shrub,
102,405,5004,Lonicera spp.,0.77,0.71,NA,14,14,W,1,shrub,
102,405,5007,Tilia amurensis,0.04,0.34,NA,3,4,W,1,tree,
102,405,5008,Fraxinus mandschurica,0.46,0.25,NA,5,5,W,1,tree,
102,405,5009,Fraxinus mandschurica,0.46,0.25,NA,4,5,W,1,tree,
102,405,5010,Acer barbinerve ,0.73,0.08,NA,3,5,W,1,shrub,
102,405,5011,Tilia amurensis,0.9,0.07,NA,3,4,W,1,tree,
102,405,5012,Fraxinus mandschurica,0.68,0.54,NA,3,3.5,W,1,tree,
102,405,5013,Fraxinus mandschurica,0.36,0.53,NA,3,4,W,1,tree,
102,405,5014,Fraxinus mandschurica,0.62,0.95,NA,4,4.5,W,1,tree,
102,405,5015,Fraxinus mandschurica,0.8,1,NA,4,0,W,1,tree,
102,405,5016,Fraxinus mandschurica,0.87,0.96,NA,4,5,W,1,tree,
102,405,5017,Fraxinus mandschurica,0.97,0.98,NA,3,4,W,1,tree,
102,405,5018,Fraxinus mandschurica,0.13,0.9,NA,4,4,W,1,tree,
102,405,5019,Fraxinus mandschurica,0.18,0.92,NA,4,4,W,1,tree,
102,405,5020,Tilia amurensis,0.16,0.92,NA,3,0,W,1,tree,
102,405,5021,Tilia amurensis,0.06,0.77,NA,4,0,W,1,tree,
102,405,5022,Fraxinus mandschurica,0,0.72,NA,5,4.5,W,1,tree,
102,406,6001,Acer mono,0.3,0.29,23,30,23,F,1,tree,
102,406,6002,Spiraea chamaedryfolia,0.55,0.23,26,34,43,F,1,shrub,
102,406,6007,Euonymus macropterus,0.5,0.8,16,18,15,F,1,shrub,
102,406,6010,Tilia amurensis,0.55,0.12,NA,3,0,F,1,tree,
102,406,6011,Tilia amurensis,0.68,0.06,NA,4,5.5,F,1,tree,
102,406,6012,Tilia amurensis,0.68,0.04,NA,3,0,F,1,tree,
102,406,6013,Tilia amurensis,1,0.07,NA,5,5,F,1,tree,
102,406,6014,Acer barbinerve ,0.94,0.05,NA,4,4.5,F,1,shrub,
102,406,6015,Fraxinus mandschurica,1,0.14,NA,4,6,F,1,tree,
102,406,6016,Tilia amurensis,0.66,0.27,NA,4,4,F,1,tree,
102,406,6017,Tilia amurensis,0.9,0.7,NA,3,4,F,1,tree,
102,406,6018,Tilia amurensis,0.97,0.93,NA,4,4,F,1,tree,
102,406,6019,Fraxinus mandschurica,0.76,0.64,NA,4,4.5,F,1,tree,
102,406,6020,Acer barbinerve ,0.68,1,NA,3,3,F,1,shrub,
102,406,6021,Tilia amurensis,0.76,1,NA,3,3.5,F,1,tree,
102,406,6022,Tilia amurensis,0.1,0.81,NA,4,4.5,F,1,tree,
102,406,6023,Tilia amurensis,0.17,0.84,NA,4,0,F,1,tree,
102,406,6024,Tilia amurensis,0.2,0.63,NA,3,4,F,1,tree,
102,406,6025,Tilia amurensis,0.3,0.28,NA,4,0,F,1,tree,
102,406,6026,Tilia amurensis,0.35,0.33,NA,4,6,F,1,tree,
102,406,6027,Tilia amurensis,0.5,0.3,NA,NA,4.5,F,1,tree,
102,407,7001,Acer mono,0.1,0.4,123,115,122,I,1,tree,
102,407,7002,Spiraea chamaedryfolia,0.56,0.22,109,106,103,I,1,shrub,
102,407,7003,Syringa reticulata,0.8,0.1,12,14,18,I,1,shrub,
102,407,7004,Acer barbinerve ,0.9,0.15,7,10,8,I,1,shrub,
102,407,7009,Euonymus alatus,0.35,0.82,13,18,15,I,1,shrub,
102,407,7010,Syringa reticulata,0.32,0.42,46,48,50,I,1,shrub,
102,407,7011,Euonymus macropterus,0.66,0.83,20,12,12,I,1,shrub,
102,407,7013,Ribes mandshuricum,0.8,0.4,11,12,12,I,1,shrub,
102,407,7014,Acer barbinerve ,0.16,0,NA,6,6,I,1,shrub,
102,407,7015,Acer barbinerve ,0.2,0.1,NA,3,3,I,1,shrub,
102,407,7016,Tilia amurensis,0.2,0.02,NA,5,5,I,1,tree,
102,407,7017,Tilia amurensis,0,0.35,NA,4,0,I,1,tree,
102,407,7018,Tilia amurensis,0.56,0.03,NA,4,5,I,1,tree,
102,407,7019,Tilia amurensis,0.66,0.03,NA,4,4,I,1,tree,
102,407,7020,Tilia amurensis,0.68,0.2,NA,6,0,I,1,tree,
102,407,7021,Acer barbinerve ,0.63,0.16,NA,4,4.5,I,1,shrub,
102,407,7022,Tilia amurensis,0.4,0.4,NA,5,0,I,1,tree,
102,407,7023,Tilia amurensis,0.5,0.38,NA,4,0,I,1,tree,
102,407,7024,Fraxinus mandschurica,0.37,0.37,NA,4,0,I,1,tree,
102,407,7025,Fraxinus mandschurica,0.43,0.45,NA,4,4.5,I,1,tree,
102,407,7026,Fraxinus mandschurica,0.52,0.52,NA,5,6,I,1,tree,
102,407,7027,Acer barbinerve ,0.37,0,NA,4,6,I,1,shrub,
102,407,7028,Tilia amurensis,0.25,0,NA,4,5,I,1,tree,
102,407,7029,Tilia amurensis,0.83,0.76,NA,4,4,I,1,tree,
102,407,7030,Acer mandshuricum,0.41,0.7,NA,6,6,I,1,tree,
102,407,7031,Tilia amurensis,0.41,0.7,NA,4,5,I,1,tree,
102,407,7032,Tilia amurensis,0.45,0.86,NA,6,6.5,I,1,tree,
102,407,7033,Tilia amurensis,0.53,0.83,NA,5,6,I,1,tree,
102,407,7034,Tilia amurensis,0.47,0.88,NA,3,4,I,1,tree,
102,407,7035,Tilia amurensis,0.02,0.9,NA,3,4,I,1,tree,
102,407,7036,Acer barbinerve ,0,0.9,NA,3,3,I,1,shrub,
102,407,7037,Fraxinus mandschurica,0.88,0.45,NA,5,5,I,1,tree,
102,407,7038,Fraxinus mandschurica,0.78,0.84,NA,4,3,I,1,tree,
102,407,7039,Tilia amurensis,0.05,0.62,NA,3,3,I,1,tree,
102,407,7040,Acer mono,0.06,0.25,NA,4,4,I,1,tree,
102,407,7041,Fraxinus mandschurica,0.77,0.06,NA,4,4,I,1,tree,
102,407,7042,Euonymus macropterus,0.47,0.26,NA,23,24,I,1,shrub,
102,408,8001,Ribes mandshuricum,0.35,0.3,74,78,79,F,1,shrub,
102,408,8002,Lonicera spp.,0.46,0.25,44,43,40,F,1,shrub,
102,408,8003,Syringa reticulata,0.78,0.17,25,24,25,F,1,shrub,
102,408,8004,Euonymus verrucosus,0.74,0.24,10,9,8,F,1,shrub,
102,408,8006,Lonicera spp.,0.56,0.75,92,93,95,F,1,shrub,
102,408,8009,Tilia amurensis,0.01,0.02,NA,4,5,F,1,tree,
102,408,8010,Tilia amurensis,0.24,0.03,NA,3,0,F,1,tree,
102,408,8011,Tilia amurensis,0.05,0.22,NA,3,3,F,1,tree,
102,408,8012,Tilia amurensis,0.06,0.35,NA,4,4,F,1,tree,
102,408,8013,Acer barbinerve ,0.92,0.06,NA,4,4.5,F,1,shrub,
102,408,8014,Tilia amurensis,0.83,0.55,NA,4,0,F,1,tree,
102,408,8015,Tilia amurensis,0.76,0.41,NA,4,0,F,1,tree,
102,408,8016,Fraxinus mandschurica,0.92,0.14,NA,4,4,F,1,tree,
102,408,8017,Tilia amurensis,1,0.86,NA,4,5,F,1,tree,
102,408,8018,Acer barbinerve ,0.85,0.95,NA,5,5,F,1,shrub,
102,408,8019,Tilia amurensis,0.1,0.9,NA,4,5,F,1,tree,
102,408,8020,Tilia amurensis,0,1,NA,5,6,F,1,tree,
102,408,8021,Syringa reticulata,0.41,0.19,NA,22,20,F,1,shrub,
102,408,8022,Euonymus alatus,0.72,0.58,NA,37,34,F,1,shrub,
102,408,8023,Tilia amurensis,0.4,0.5,NA,NA,5,F,1,tree,
102,409,9001,Deutzia glabrata,0,0.24,41,40,40,C,1,shrub,
102,409,9002,Philadelphus schrenkii,0.8,0.17,50,54,54,C,1,shrub,
102,409,9003,Euonymus macropterus,0.41,0.25,20,0,NA,C,1,shrub,
102,409,9006,Philadelphus schrenkii,0,0.9,116,126,126,C,1,shrub,
102,409,9001,Deutzia glabrata,0,0.24,NA,40,40,C,1,shrub,
